#ISSUEDATE,EXPIREDATE,ISSUEWFO,MESSAGEID,MESSAGETYPE,WARNINGTYPE
2015-04-02 19:39:00.0,2015-04-02 20:30:00.0,KFFC,21939,WUUS52,SEVERE THUNDERSTORM
2015-04-02 19:50:00.0,2015-04-02 20:15:00.0,KOHX,21950,WUUS54,SEVERE THUNDERSTORM
2015-04-02 19:59:00.0,2015-04-02 20:50:00.0,KLMK,21959,WUUS53,SEVERE THUNDERSTORM
2015-04-02 20:06:00.0,2015-04-02 20:35:00.0,KLMK,22006,WUUS53,SEVERE THUNDERSTORM
2015-04-02 20:25:00.0,2015-04-02 20:50:00.0,KLMK,22025,WUUS53,SEVERE THUNDERSTORM
2015-04-02 20:27:00.0,2015-04-02 21:15:00.0,KJAN,22027,WUUS54,SEVERE THUNDERSTORM
2015-04-02 20:33:00.0,2015-04-02 21:10:00.0,KLMK,22033,WUUS53,SEVERE THUNDERSTORM
2015-04-02 20:35:00.0,2015-04-02 21:00:00.0,KILN,22035,WUUS51,SEVERE THUNDERSTORM
2015-04-02 20:40:00.0,2015-04-02 21:15:00.0,KOHX,22040,WUUS54,SEVERE THUNDERSTORM
2015-04-02 20:40:00.0,2015-04-02 21:30:00.0,KSGF,22040,WUUS53,SEVERE THUNDERSTORM
2015-04-02 20:48:00.0,2015-04-02 21:15:00.0,KLSX,22048,WUUS53,SEVERE THUNDERSTORM
2015-04-02 20:51:00.0,2015-04-02 21:30:00.0,KSGF,22051,WFUS53,TORNADO
2015-04-02 20:57:00.0,2015-04-02 21:40:00.0,KLMK,22057,WUUS53,SEVERE THUNDERSTORM
2015-04-02 20:58:00.0,2015-04-02 21:30:00.0,KLMK,22058,WUUS53,SEVERE THUNDERSTORM
2015-04-02 21:00:00.0,2015-04-02 21:45:00.0,KFFC,22100,WUUS52,SEVERE THUNDERSTORM
2015-04-02 21:09:00.0,2015-04-02 21:45:00.0,KOHX,22109,WUUS54,SEVERE THUNDERSTORM
2015-04-02 21:10:00.0,2015-04-02 21:45:00.0,KILN,22110,WUUS51,SEVERE THUNDERSTORM
2015-04-02 21:12:00.0,2015-04-02 22:15:00.0,KJAN,22112,WUUS54,SEVERE THUNDERSTORM
2015-04-02 21:14:00.0,2015-04-02 21:45:00.0,KLSX,22114,WUUS53,SEVERE THUNDERSTORM
2015-04-02 21:22:00.0,2015-04-02 21:50:00.0,KLMK,22122,WUUS53,SEVERE THUNDERSTORM
2015-04-02 21:27:00.0,2015-04-02 22:30:00.0,KSGF,22127,WUUS53,SEVERE THUNDERSTORM
2015-04-02 21:42:00.0,2015-04-02 22:30:00.0,KFFC,22142,WUUS52,SEVERE THUNDERSTORM
2015-04-02 22:17:00.0,2015-04-02 22:35:00.0,KLMK,22217,WUUS53,SEVERE THUNDERSTORM
2015-04-02 22:18:00.0,2015-04-02 22:45:00.0,KJKL,22218,WUUS53,SEVERE THUNDERSTORM
2015-04-02 22:25:00.0,2015-04-02 23:30:00.0,KSGF,22225,WUUS53,SEVERE THUNDERSTORM
2015-04-02 22:26:00.0,2015-04-02 23:15:00.0,KJKL,22226,WUUS53,SEVERE THUNDERSTORM
2015-04-02 22:43:00.0,2015-04-02 23:30:00.0,KJKL,22243,WUUS53,SEVERE THUNDERSTORM
2015-04-02 22:49:00.0,2015-04-02 23:15:00.0,KRLX,22249,WUUS51,SEVERE THUNDERSTORM
2015-04-02 23:04:00.0,2015-04-02 23:45:00.0,KIND,22304,WUUS53,SEVERE THUNDERSTORM
2015-04-02 23:12:00.0,2015-04-03 00:00:00.0,KIND,22312,WUUS53,SEVERE THUNDERSTORM
2015-04-02 23:15:00.0,2015-04-02 23:45:00.0,KRLX,22315,WUUS51,SEVERE THUNDERSTORM
2015-04-02 23:15:00.0,2015-04-02 23:45:00.0,KLMK,22315,WUUS53,SEVERE THUNDERSTORM
2015-04-02 23:15:00.0,2015-04-03 00:15:00.0,KGLD,22315,WUUS53,SEVERE THUNDERSTORM
2015-04-02 23:32:00.0,2015-04-03 00:15:00.0,KJKL,22332,WUUS53,SEVERE THUNDERSTORM
2015-04-02 23:51:00.0,2015-04-03 00:30:00.0,KJKL,22351,WUUS53,SEVERE THUNDERSTORM
2015-04-02 23:52:00.0,2015-04-03 00:15:00.0,KGLD,22352,WFUS53,TORNADO
2015-04-02 23:55:00.0,2015-04-03 00:45:00.0,KIND,22355,WUUS53,SEVERE THUNDERSTORM
2015-04-03 00:00:00.0,2015-04-03 00:30:00.0,KLMK,30000,WUUS53,SEVERE THUNDERSTORM
2015-04-03 00:01:00.0,2015-04-03 00:45:00.0,KICT,30001,WUUS53,SEVERE THUNDERSTORM
2015-04-03 00:05:00.0,2015-04-03 01:00:00.0,KSGF,30005,WUUS53,SEVERE THUNDERSTORM
2015-04-03 00:07:00.0,2015-04-03 00:45:00.0,KLSX,30007,WUUS53,SEVERE THUNDERSTORM
2015-04-03 00:11:00.0,2015-04-03 01:00:00.0,KICT,30011,WFUS53,TORNADO
2015-04-03 00:16:00.0,2015-04-03 00:45:00.0,KGLD,30016,WFUS53,TORNADO
2015-04-03 00:27:00.0,2015-04-03 00:50:00.0,KLMK,30027,WUUS53,SEVERE THUNDERSTORM
2015-04-03 00:31:00.0,2015-04-03 01:30:00.0,KSGF,30031,WUUS53,SEVERE THUNDERSTORM
2015-04-03 00:39:00.0,2015-04-03 01:30:00.0,KLSX,30039,WUUS53,SEVERE THUNDERSTORM
2015-04-03 00:41:00.0,2015-04-03 01:30:00.0,KSGF,30041,WFUS53,TORNADO
2015-04-03 00:53:00.0,2015-04-03 01:45:00.0,KICT,30053,WUUS53,SEVERE THUNDERSTORM
2015-04-03 00:54:00.0,2015-04-03 01:45:00.0,KSGF,30054,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:03:00.0,2015-04-03 02:00:00.0,KGLD,30103,WFUS53,TORNADO
2015-04-03 01:05:00.0,2015-04-03 01:45:00.0,KICT,30105,WFUS53,TORNADO
2015-04-03 01:07:00.0,2015-04-03 01:30:00.0,KSGF,30107,WFUS53,TORNADO
2015-04-03 01:12:00.0,2015-04-03 02:00:00.0,KICT,30112,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:12:00.0,2015-04-03 02:15:00.0,KGLD,30112,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:15:00.0,2015-04-03 02:00:00.0,KSGF,30115,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:21:00.0,2015-04-03 02:00:00.0,KTSA,30121,WUUS54,SEVERE THUNDERSTORM
2015-04-03 01:23:00.0,2015-04-03 02:00:00.0,KSGF,30123,WFUS53,TORNADO
2015-04-03 01:24:00.0,2015-04-03 02:15:00.0,KTSA,30124,WUUS54,SEVERE THUNDERSTORM
2015-04-03 01:26:00.0,2015-04-03 02:30:00.0,KSGF,30126,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:31:00.0,2015-04-03 01:45:00.0,KILN,30131,WFUS51,TORNADO
2015-04-03 01:31:00.0,2015-04-03 01:45:00.0,KSGF,30131,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:38:00.0,2015-04-03 02:45:00.0,KGLD,30138,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:41:00.0,2015-04-03 02:45:00.0,KGLD,30141,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:42:00.0,2015-04-03 02:30:00.0,KSGF,30142,WFUS53,TORNADO
2015-04-03 01:44:00.0,2015-04-03 02:45:00.0,KGLD,30144,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:49:00.0,2015-04-03 02:45:00.0,KDDC,30149,WUUS53,SEVERE THUNDERSTORM
2015-04-03 01:56:00.0,2015-04-03 02:30:00.0,KSGF,30156,WFUS53,TORNADO
2015-04-03 01:58:00.0,2015-04-03 02:45:00.0,KTSA,30158,WUUS54,SEVERE THUNDERSTORM
2015-04-03 02:03:00.0,2015-04-03 02:45:00.0,KTSA,30203,WUUS54,SEVERE THUNDERSTORM
2015-04-03 02:04:00.0,2015-04-03 02:30:00.0,KSGF,30204,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:06:00.0,2015-04-03 03:00:00.0,KDDC,30206,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:09:00.0,2015-04-03 03:00:00.0,KTSA,30209,WUUS54,SEVERE THUNDERSTORM
2015-04-03 02:11:00.0,2015-04-03 03:00:00.0,KTSA,30211,WUUS54,SEVERE THUNDERSTORM
2015-04-03 02:18:00.0,2015-04-03 02:45:00.0,KTSA,30218,WFUS54,TORNADO
2015-04-03 02:20:00.0,2015-04-03 03:15:00.0,KDDC,30220,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:31:00.0,2015-04-03 03:30:00.0,KSGF,30231,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:36:00.0,2015-04-03 03:15:00.0,KTSA,30236,WUUS54,SEVERE THUNDERSTORM
2015-04-03 02:44:00.0,2015-04-03 03:45:00.0,KTSA,30244,WUUS54,SEVERE THUNDERSTORM
2015-04-03 02:46:00.0,2015-04-03 03:30:00.0,KSGF,30246,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:48:00.0,2015-04-03 03:30:00.0,KLSX,30248,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:48:00.0,2015-04-03 03:30:00.0,KTSA,30248,WUUS54,SEVERE THUNDERSTORM
2015-04-03 02:50:00.0,2015-04-03 03:45:00.0,KDDC,30250,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:52:00.0,2015-04-03 03:30:00.0,KTOP,30252,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:55:00.0,2015-04-03 03:15:00.0,KEAX,30255,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:55:00.0,2015-04-03 03:45:00.0,KDDC,30255,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:57:00.0,2015-04-03 04:00:00.0,KSGF,30257,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:58:00.0,2015-04-03 03:45:00.0,KSGF,30258,WUUS53,SEVERE THUNDERSTORM
2015-04-03 02:59:00.0,2015-04-03 03:45:00.0,KLSX,30259,WUUS53,SEVERE THUNDERSTORM
2015-04-03 03:01:00.0,2015-04-03 03:45:00.0,KTSA,30301,WUUS54,SEVERE THUNDERSTORM
2015-04-03 03:02:00.0,2015-04-03 03:45:00.0,KTSA,30302,WFUS54,TORNADO
2015-04-03 03:23:00.0,2015-04-03 03:45:00.0,KEAX,30323,WUUS53,SEVERE THUNDERSTORM
2015-04-03 03:23:00.0,2015-04-03 04:15:00.0,KLSX,30323,WUUS53,SEVERE THUNDERSTORM
2015-04-03 03:25:00.0,2015-04-03 04:15:00.0,KICT,30325,WUUS53,SEVERE THUNDERSTORM
2015-04-03 03:30:00.0,2015-04-03 04:15:00.0,KLSX,30330,WUUS53,SEVERE THUNDERSTORM
2015-04-03 03:42:00.0,2015-04-03 04:30:00.0,KTSA,30342,WUUS54,SEVERE THUNDERSTORM
2015-04-03 03:42:00.0,2015-04-03 04:45:00.0,KDDC,30342,WUUS53,SEVERE THUNDERSTORM
2015-04-03 03:43:00.0,2015-04-03 04:00:00.0,KTSA,30343,WUUS54,SEVERE THUNDERSTORM
2015-04-03 03:43:00.0,2015-04-03 04:15:00.0,KEAX,30343,WUUS53,SEVERE THUNDERSTORM
2015-04-03 03:59:00.0,2015-04-03 04:45:00.0,KSGF,30359,WUUS53,SEVERE THUNDERSTORM
2015-04-03 04:02:00.0,2015-04-03 04:45:00.0,KLSX,30402,WUUS53,SEVERE THUNDERSTORM
2015-04-03 04:14:00.0,2015-04-03 04:45:00.0,KTSA,30414,WUUS54,SEVERE THUNDERSTORM
2015-04-03 04:16:00.0,2015-04-03 05:15:00.0,KICT,30416,WUUS53,SEVERE THUNDERSTORM
2015-04-03 04:20:00.0,2015-04-03 05:00:00.0,KSGF,30420,WFUS53,TORNADO
2015-04-03 04:40:00.0,2015-04-03 05:30:00.0,KTSA,30440,WUUS54,SEVERE THUNDERSTORM
2015-04-03 04:41:00.0,2015-04-03 05:15:00.0,KSGF,30441,WFUS53,TORNADO
2015-04-03 04:42:00.0,2015-04-03 05:45:00.0,KICT,30442,WUUS53,SEVERE THUNDERSTORM
2015-04-03 04:44:00.0,2015-04-03 05:30:00.0,KLSX,30444,WUUS53,SEVERE THUNDERSTORM
2015-04-03 04:49:00.0,2015-04-03 05:45:00.0,KICT,30449,WUUS53,SEVERE THUNDERSTORM
2015-04-03 05:02:00.0,2015-04-03 05:45:00.0,KSGF,30502,WFUS53,TORNADO
2015-04-03 05:11:00.0,2015-04-03 06:00:00.0,KSGF,30511,WUUS53,SEVERE THUNDERSTORM
2015-04-03 05:14:00.0,2015-04-03 05:45:00.0,KSGF,30514,WFUS53,TORNADO
2015-04-03 05:20:00.0,2015-04-03 05:45:00.0,KTSA,30520,WUUS54,SEVERE THUNDERSTORM
2015-04-03 05:23:00.0,2015-04-03 06:30:00.0,KICT,30523,WUUS53,SEVERE THUNDERSTORM
2015-04-03 05:24:00.0,2015-04-03 06:15:00.0,KLZK,30524,WUUS54,SEVERE THUNDERSTORM
2015-04-03 05:34:00.0,2015-04-03 06:30:00.0,KICT,30534,WUUS53,SEVERE THUNDERSTORM
2015-04-03 05:39:00.0,2015-04-03 06:15:00.0,KSGF,30539,WFUS53,TORNADO
2015-04-03 05:40:00.0,2015-04-03 06:00:00.0,KLZK,30540,WFUS54,TORNADO
2015-04-03 05:42:00.0,2015-04-03 08:45:00.0,KLMK,30542,WGUS53,FLASH FLOOD
2015-04-03 05:43:00.0,2015-04-03 06:30:00.0,KSGF,30543,WFUS53,TORNADO
2015-04-03 05:56:00.0,2015-04-03 07:00:00.0,KICT,30556,WUUS53,SEVERE THUNDERSTORM
2015-04-03 05:58:00.0,2015-04-03 06:30:00.0,KLZK,30558,WFUS54,TORNADO
2015-04-03 05:59:00.0,2015-04-03 06:45:00.0,KSGF,30559,WFUS53,TORNADO
2015-04-03 06:04:00.0,2015-04-03 06:30:00.0,KPAH,30604,WUUS53,SEVERE THUNDERSTORM
2015-04-03 06:05:00.0,2015-04-03 06:45:00.0,KSGF,30605,WFUS53,TORNADO
2015-04-03 06:09:00.0,2015-04-03 07:00:00.0,KLZK,30609,WUUS54,SEVERE THUNDERSTORM
2015-04-03 06:16:00.0,2015-04-03 09:15:00.0,KLMK,30616,WGUS53,FLASH FLOOD
2015-04-03 06:25:00.0,2015-04-03 07:00:00.0,KSGF,30625,WFUS53,TORNADO
2015-04-03 06:28:00.0,2015-04-03 07:15:00.0,KSGF,30628,WUUS53,SEVERE THUNDERSTORM
2015-04-03 06:38:00.0,2015-04-03 07:30:00.0,KICT,30638,WUUS53,SEVERE THUNDERSTORM
2015-04-03 06:38:00.0,2015-04-03 07:30:00.0,KPAH,30638,WUUS53,SEVERE THUNDERSTORM
2015-04-03 06:41:00.0,2015-04-03 09:45:00.0,KLMK,30641,WGUS53,FLASH FLOOD
2015-04-03 06:44:00.0,2015-04-03 07:30:00.0,KLZK,30644,WUUS54,SEVERE THUNDERSTORM
2015-04-03 06:48:00.0,2015-04-03 07:30:00.0,KLZK,30648,WUUS54,SEVERE THUNDERSTORM
2015-04-03 06:52:00.0,2015-04-03 07:30:00.0,KICT,30652,WUUS53,SEVERE THUNDERSTORM
2015-04-03 06:56:00.0,2015-04-03 07:30:00.0,KSGF,30656,WUUS53,SEVERE THUNDERSTORM
2015-04-03 07:02:00.0,2015-04-03 07:30:00.0,KICT,30702,WFUS53,TORNADO
2015-04-03 07:05:00.0,2015-04-03 07:45:00.0,KSGF,30705,WFUS53,TORNADO
2015-04-03 07:08:00.0,2015-04-03 07:45:00.0,KTSA,30708,WFUS54,TORNADO
2015-04-03 07:09:00.0,2015-04-03 08:00:00.0,KSGF,30709,WUUS53,SEVERE THUNDERSTORM
2015-04-03 07:22:00.0,2015-04-03 08:00:00.0,KLZK,30722,WUUS54,SEVERE THUNDERSTORM
2015-04-03 07:26:00.0,2015-04-03 08:15:00.0,KLZK,30726,WUUS54,SEVERE THUNDERSTORM
2015-04-03 07:28:00.0,2015-04-03 08:30:00.0,KSGF,30728,WUUS53,SEVERE THUNDERSTORM
2015-04-03 07:31:00.0,2015-04-03 08:00:00.0,KPAH,30731,WUUS53,SEVERE THUNDERSTORM
2015-04-03 07:42:00.0,2015-04-03 08:15:00.0,KTSA,30742,WFUS54,TORNADO
2015-04-03 07:45:00.0,2015-04-03 08:30:00.0,KSGF,30745,WFUS53,TORNADO
2015-04-03 07:56:00.0,2015-04-03 11:00:00.0,KLMK,30756,WGUS53,FLASH FLOOD
2015-04-03 08:18:00.0,2015-04-03 09:00:00.0,KSGF,30818,WUUS53,SEVERE THUNDERSTORM
2015-04-03 08:37:00.0,2015-04-03 11:30:00.0,KLMK,30837,WGUS53,FLASH FLOOD
2015-04-03 08:43:00.0,2015-04-03 09:30:00.0,KSGF,30843,WUUS53,SEVERE THUNDERSTORM
2015-04-03 08:43:00.0,2015-04-03 11:45:00.0,KJKL,30843,WGUS53,FLASH FLOOD
2015-04-03 09:10:00.0,2015-04-03 12:00:00.0,KLMK,30910,WGUS53,FLASH FLOOD
2015-04-03 09:28:00.0,2015-04-03 10:15:00.0,KSGF,30928,WUUS53,SEVERE THUNDERSTORM
2015-04-03 09:52:00.0,2015-04-03 13:00:00.0,KSGF,30952,WGUS53,FLASH FLOOD
2015-04-03 10:01:00.0,2015-04-03 16:00:00.0,KSGF,31001,WGUS53,FLASH FLOOD
2015-04-03 10:02:00.0,2015-04-03 10:45:00.0,KSGF,31002,WUUS53,SEVERE THUNDERSTORM
2015-04-03 10:12:00.0,2015-04-03 11:00:00.0,KLZK,31012,WUUS54,SEVERE THUNDERSTORM
2015-04-03 10:36:00.0,2015-04-03 11:00:00.0,KSGF,31036,WUUS53,SEVERE THUNDERSTORM
2015-04-03 10:39:00.0,2015-04-03 13:30:00.0,KJKL,31039,WGUS53,FLASH FLOOD
2015-04-03 10:43:00.0,2015-04-03 11:30:00.0,KLZK,31043,WUUS54,SEVERE THUNDERSTORM
2015-04-03 10:45:00.0,2015-04-03 11:15:00.0,KSGF,31045,WUUS53,SEVERE THUNDERSTORM
2015-04-03 10:58:00.0,2015-04-03 11:30:00.0,KPAH,31058,WUUS53,SEVERE THUNDERSTORM
2015-04-03 11:21:00.0,2015-04-03 14:15:00.0,KJKL,31121,WGUS53,FLASH FLOOD
2015-04-03 11:35:00.0,2015-04-03 14:30:00.0,KJKL,31135,WGUS53,FLASH FLOOD
2015-04-03 11:40:00.0,2015-04-03 14:45:00.0,KJKL,31140,WGUS53,FLASH FLOOD
2015-04-03 11:47:00.0,2015-04-03 14:45:00.0,KJKL,31147,WGUS53,FLASH FLOOD
2015-04-03 13:14:00.0,2015-04-03 13:45:00.0,KPAH,31314,WUUS53,SEVERE THUNDERSTORM
2015-04-03 13:14:00.0,2015-04-03 15:00:00.0,KJKL,31314,WGUS53,FLASH FLOOD
2015-04-03 13:32:00.0,2015-04-03 14:00:00.0,KPAH,31332,WUUS53,SEVERE THUNDERSTORM
2015-04-03 13:49:00.0,2015-04-03 14:15:00.0,KPAH,31349,WUUS53,SEVERE THUNDERSTORM
2015-04-03 14:20:00.0,2015-04-03 17:45:00.0,KJKL,31420,WGUS53,FLASH FLOOD
2015-04-03 16:19:00.0,2015-04-03 17:00:00.0,KPAH,31619,WUUS53,SEVERE THUNDERSTORM
2015-04-03 16:51:00.0,2015-04-03 17:15:00.0,KPAH,31651,WUUS53,SEVERE THUNDERSTORM
2015-04-03 16:58:00.0,2015-04-03 17:45:00.0,KPAH,31658,WUUS53,SEVERE THUNDERSTORM
2015-04-03 17:50:00.0,2015-04-03 18:15:00.0,KPAH,31750,WUUS53,SEVERE THUNDERSTORM
2015-04-03 18:51:00.0,2015-04-03 21:45:00.0,KLMK,31851,WGUS53,FLASH FLOOD
2015-04-03 18:56:00.0,2015-04-03 19:30:00.0,KOHX,31856,WUUS54,SEVERE THUNDERSTORM
2015-04-03 19:39:00.0,2015-04-03 22:45:00.0,KLMK,31939,WGUS53,FLASH FLOOD
2015-04-03 20:00:00.0,2015-04-03 23:00:00.0,KLMK,32000,WGUS53,FLASH FLOOD
2015-04-03 20:10:00.0,2015-04-03 20:45:00.0,KMEG,32010,WUUS54,SEVERE THUNDERSTORM
2015-04-03 20:32:00.0,2015-04-03 21:00:00.0,KPAH,32032,WUUS53,SEVERE THUNDERSTORM
2015-04-03 20:39:00.0,2015-04-04 00:30:00.0,KJKL,32039,WGUS53,FLASH FLOOD
2015-04-03 20:41:00.0,2015-04-03 23:45:00.0,KLMK,32041,WGUS53,FLASH FLOOD
2015-04-03 21:11:00.0,2015-04-03 21:45:00.0,KMEG,32111,WUUS54,SEVERE THUNDERSTORM
2015-04-03 21:22:00.0,2015-04-03 21:45:00.0,KJKL,32122,WUUS53,SEVERE THUNDERSTORM
2015-04-03 21:25:00.0,2015-04-03 22:15:00.0,KMEG,32125,WUUS54,SEVERE THUNDERSTORM
2015-04-03 21:33:00.0,2015-04-03 22:00:00.0,KOHX,32133,WUUS54,SEVERE THUNDERSTORM
2015-04-03 21:41:00.0,2015-04-04 01:45:00.0,KJKL,32141,WGUS53,FLASH FLOOD
2015-04-03 21:55:00.0,2015-04-03 22:45:00.0,KOHX,32155,WUUS54,SEVERE THUNDERSTORM
2015-04-03 21:56:00.0,2015-04-03 22:30:00.0,KOHX,32156,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:00:00.0,2015-04-03 22:30:00.0,KOHX,32200,WFUS54,TORNADO
2015-04-03 22:02:00.0,2015-04-03 22:45:00.0,KOHX,32202,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:12:00.0,2015-04-03 22:45:00.0,KLZK,32212,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:13:00.0,2015-04-03 23:00:00.0,KJAN,32213,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:21:00.0,2015-04-03 23:00:00.0,KLZK,32221,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:27:00.0,2015-04-03 23:00:00.0,KJKL,32227,WUUS53,SEVERE THUNDERSTORM
2015-04-03 22:28:00.0,2015-04-03 23:15:00.0,KOHX,32228,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:29:00.0,2015-04-03 23:00:00.0,KOHX,32229,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:30:00.0,2015-04-04 01:30:00.0,KRLX,32230,WGUS51,FLASH FLOOD
2015-04-03 22:32:00.0,2015-04-03 23:30:00.0,KJAN,32232,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:36:00.0,2015-04-03 23:00:00.0,KRLX,32236,WUUS51,SEVERE THUNDERSTORM
2015-04-03 22:37:00.0,2015-04-03 23:00:00.0,KJAN,32237,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:37:00.0,2015-04-03 23:00:00.0,KJAN,32239,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:40:00.0,2015-04-03 23:15:00.0,KOHX,32240,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:43:00.0,2015-04-04 01:45:00.0,KJKL,32243,WGUS53,FLASH FLOOD
2015-04-03 22:48:00.0,2015-04-03 23:30:00.0,KMEG,32248,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:54:00.0,2015-04-04 00:00:00.0,KJAN,32254,WUUS54,SEVERE THUNDERSTORM
2015-04-03 22:58:00.0,2015-04-03 23:45:00.0,KOHX,32258,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:02:00.0,2015-04-03 23:45:00.0,KOHX,32302,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:04:00.0,2015-04-03 23:30:00.0,KOHX,32304,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:07:00.0,2015-04-04 00:00:00.0,KMRX,32307,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:07:00.0,2015-04-04 00:00:00.0,KJAN,32307,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:14:00.0,2015-04-04 00:00:00.0,KOHX,32314,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:31:00.0,2015-04-04 02:30:00.0,KRLX,32331,WGUS51,FLASH FLOOD
2015-04-03 23:35:00.0,2015-04-04 00:15:00.0,KMRX,32335,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:35:00.0,2015-04-04 02:30:00.0,KJKL,32335,WGUS53,FLASH FLOOD
2015-04-03 23:36:00.0,2015-04-04 00:15:00.0,KMEG,32336,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:41:00.0,2015-04-04 00:30:00.0,KOHX,32341,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:51:00.0,2015-04-04 00:30:00.0,KOHX,32351,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:54:00.0,2015-04-04 00:45:00.0,KMRX,32354,WUUS54,SEVERE THUNDERSTORM
2015-04-03 23:54:00.0,2015-04-04 00:45:00.0,KHUN,32354,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:04:00.0,2015-04-04 01:00:00.0,KJAN,40004,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:11:00.0,2015-04-04 00:45:00.0,KHUN,40011,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:11:00.0,2015-04-04 01:15:00.0,KBMX,40011,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:12:00.0,2015-04-04 01:00:00.0,KMRX,40012,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:17:00.0,2015-04-04 00:45:00.0,KHUN,40017,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:19:00.0,2015-04-04 00:45:00.0,KOHX,40019,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:20:00.0,2015-04-04 04:30:00.0,KJKL,40020,WGUS53,FLASH FLOOD
2015-04-04 00:27:00.0,2015-04-04 01:00:00.0,KHUN,40027,WFUS54,TORNADO
2015-04-04 00:27:00.0,2015-04-04 01:15:00.0,KMRX,40027,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:29:00.0,2015-04-04 01:15:00.0,KHUN,40029,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:29:00.0,2015-04-04 01:15:00.0,KOHX,40029,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:41:00.0,2015-04-04 01:15:00.0,KHUN,40041,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:46:00.0,2015-04-04 01:30:00.0,KMRX,40046,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:54:00.0,2015-04-04 01:30:00.0,KHUN,40054,WFUS54,TORNADO
2015-04-04 00:58:00.0,2015-04-04 02:00:00.0,KMRX,40058,WUUS54,SEVERE THUNDERSTORM
2015-04-04 00:59:00.0,2015-04-04 01:30:00.0,KHUN,40059,WUUS54,SEVERE THUNDERSTORM
2015-04-04 01:02:00.0,2015-04-04 01:30:00.0,KHUN,40102,WUUS54,SEVERE THUNDERSTORM
2015-04-04 01:13:00.0,2015-04-04 02:00:00.0,KMRX,40113,WUUS54,SEVERE THUNDERSTORM
2015-04-04 01:18:00.0,2015-04-04 02:15:00.0,KJAN,40118,WUUS54,SEVERE THUNDERSTORM
2015-04-04 01:20:00.0,2015-04-04 02:00:00.0,KHUN,40120,WUUS54,SEVERE THUNDERSTORM
2015-04-04 01:26:00.0,2015-04-04 02:00:00.0,KHUN,40126,WFUS54,TORNADO
2015-04-04 01:29:00.0,2015-04-04 02:00:00.0,KHUN,40129,WUUS54,SEVERE THUNDERSTORM
2015-04-04 01:34:00.0,2015-04-04 02:15:00.0,KFFC,40134,WUUS52,SEVERE THUNDERSTORM
2015-04-04 01:41:00.0,2015-04-04 02:45:00.0,KMRX,40141,WUUS54,SEVERE THUNDERSTORM
