#ISSUEDATE,EXPIREDATE,ISSUEWFO,MESSAGEID,MESSAGETYPE,WARNINGTYPE
2015-06-07 21:34:00.0,2015-06-07 22:00:00.0,KFSD,72134,WFUS53,TORNADO
2015-06-07 21:35:00.0,2015-06-07 22:15:00.0,KLOT,72135,WFUS53,TORNADO
2015-06-07 21:38:00.0,2015-06-07 22:45:00.0,KFGF,72138,WUUS53,SEVERE THUNDERSTORM
2015-06-07 21:39:00.0,2015-06-07 22:45:00.0,KFGF,72139,WUUS53,SEVERE THUNDERSTORM
2015-06-07 21:42:00.0,2015-06-07 22:15:00.0,KLOT,72142,WUUS53,SEVERE THUNDERSTORM
2015-06-07 21:45:00.0,2015-06-07 22:45:00.0,KILX,72145,WUUS53,SEVERE THUNDERSTORM
2015-06-07 21:47:00.0,2015-06-07 22:15:00.0,KLOT,72147,WUUS53,SEVERE THUNDERSTORM
2015-06-07 21:52:00.0,2015-06-07 22:15:00.0,KFSD,72152,WUUS53,SEVERE THUNDERSTORM
2015-06-07 21:57:00.0,2015-06-07 22:45:00.0,KLOT,72157,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:05:00.0,2015-06-07 22:30:00.0,KEAX,72205,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:09:00.0,2015-06-07 22:45:00.0,KEAX,72209,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:09:00.0,2015-06-07 22:45:00.0,KBOU,72209,WUUS55,SEVERE THUNDERSTORM
2015-06-07 22:10:00.0,2015-06-07 23:15:00.0,KLOT,72210,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:10:00.0,2015-06-07 23:15:00.0,KDVN,72210,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:14:00.0,2015-06-07 22:45:00.0,KLOT,72214,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:16:00.0,2015-06-07 23:00:00.0,KILX,72216,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:16:00.0,2015-06-07 23:00:00.0,KABQ,72216,WUUS55,SEVERE THUNDERSTORM
2015-06-07 22:17:00.0,2015-06-07 22:45:00.0,KMFL,72217,WUUS52,SEVERE THUNDERSTORM
2015-06-07 22:18:00.0,2015-06-08 03:15:00.0,KLOT,72218,WGUS53,FLASH FLOOD
2015-06-07 22:19:00.0,2015-06-07 23:15:00.0,KLOT,72219,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:27:00.0,2015-06-07 23:00:00.0,KIWX,72227,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:28:00.0,2015-06-07 23:15:00.0,KLBF,72228,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:28:00.0,2015-06-07 23:15:00.0,KGLD,72228,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:33:00.0,2015-06-07 23:15:00.0,KMFL,72233,WHUS52,SPECIAL MARINE
2015-06-07 22:34:00.0,2015-06-07 23:00:00.0,KEAX,72234,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:38:00.0,2015-06-08 00:15:00.0,KAMA,72238,WUUS54,SEVERE THUNDERSTORM
2015-06-07 22:41:00.0,2015-06-07 23:45:00.0,KDVN,72241,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:49:00.0,2015-06-07 23:30:00.0,KOUN,72249,WUUS54,SEVERE THUNDERSTORM
2015-06-07 22:54:00.0,2015-06-07 23:45:00.0,KIWX,72254,WUUS53,SEVERE THUNDERSTORM
2015-06-07 22:56:00.0,2015-06-08 00:00:00.0,KDVN,72256,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:01:00.0,2015-06-07 23:30:00.0,KLOT,72301,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:05:00.0,2015-06-07 23:45:00.0,KEAX,72305,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:06:00.0,2015-06-07 23:45:00.0,KGLD,72306,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:21:00.0,2015-06-08 00:00:00.0,KTOP,72321,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:23:00.0,2015-06-08 05:15:00.0,KLOT,72323,WGUS53,FLASH FLOOD
2015-06-07 23:25:00.0,2015-06-08 00:00:00.0,KDVN,72325,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:36:00.0,2015-06-08 00:00:00.0,KICT,72336,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:39:00.0,2015-06-08 01:15:00.0,KAMA,72339,WUUS54,SEVERE THUNDERSTORM
2015-06-07 23:40:00.0,2015-06-08 05:30:00.0,KEAX,72340,WGUS53,FLASH FLOOD
2015-06-07 23:41:00.0,2015-06-08 00:30:00.0,KTOP,72341,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:43:00.0,2015-06-08 00:30:00.0,KIND,72343,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:50:00.0,2015-06-08 00:45:00.0,KDVN,72350,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:53:00.0,2015-06-08 00:45:00.0,KTOP,72353,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:55:00.0,2015-06-08 05:00:00.0,KILX,72355,WGUS53,FLASH FLOOD
2015-06-07 23:56:00.0,2015-06-08 00:45:00.0,KIND,72356,WUUS53,SEVERE THUNDERSTORM
2015-06-07 23:57:00.0,2015-06-08 01:00:00.0,KICT,72357,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:01:00.0,2015-06-08 00:30:00.0,KLSX,80001,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:08:00.0,2015-06-08 05:00:00.0,KILX,80008,WGUS53,FLASH FLOOD
2015-06-08 00:14:00.0,2015-06-08 01:00:00.0,KOUN,80014,WUUS54,SEVERE THUNDERSTORM
2015-06-08 00:18:00.0,2015-06-08 01:00:00.0,KILX,80018,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:18:00.0,2015-06-08 01:00:00.0,KTOP,80018,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:19:00.0,2015-06-08 01:00:00.0,KLSX,80019,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:22:00.0,2015-06-08 01:00:00.0,KTOP,80022,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:23:00.0,2015-06-08 01:15:00.0,KILX,80023,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:24:00.0,2015-06-08 00:45:00.0,KIND,80024,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:25:00.0,2015-06-08 01:00:00.0,KICT,80025,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:28:00.0,2015-06-08 01:15:00.0,KTOP,80028,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:29:00.0,2015-06-08 01:30:00.0,KILX,80029,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:30:00.0,2015-06-08 05:00:00.0,KILX,80030,WGUS53,FLASH FLOOD
2015-06-08 00:36:00.0,2015-06-08 01:00:00.0,KILX,80036,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:40:00.0,2015-06-08 01:30:00.0,KIND,80040,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:45:00.0,2015-06-08 02:15:00.0,KAMA,80045,WUUS54,SEVERE THUNDERSTORM
2015-06-08 00:48:00.0,2015-06-08 01:45:00.0,KOUN,80048,WUUS54,SEVERE THUNDERSTORM
2015-06-08 00:49:00.0,2015-06-08 01:30:00.0,KTOP,80049,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:51:00.0,2015-06-08 01:45:00.0,KFGF,80051,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:52:00.0,2015-06-08 01:45:00.0,KILX,80052,WUUS53,SEVERE THUNDERSTORM
2015-06-08 00:52:00.0,2015-06-08 07:00:00.0,KEAX,80052,WGUS53,FLASH FLOOD
2015-06-08 00:56:00.0,2015-06-08 01:45:00.0,KIND,80056,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:04:00.0,2015-06-08 05:00:00.0,KILX,80104,WGUS53,FLASH FLOOD
2015-06-08 01:10:00.0,2015-06-08 01:45:00.0,KDLH,80110,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:11:00.0,2015-06-08 02:00:00.0,KTOP,80111,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:19:00.0,2015-06-08 02:00:00.0,KTOP,80119,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:20:00.0,2015-06-08 01:45:00.0,KIND,80120,WFUS53,TORNADO
2015-06-08 01:23:00.0,2015-06-08 07:00:00.0,KILX,80123,WGUS53,FLASH FLOOD
2015-06-08 01:25:00.0,2015-06-08 02:00:00.0,KMPX,80125,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:29:00.0,2015-06-08 02:00:00.0,KIND,80129,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:40:00.0,2015-06-08 02:15:00.0,KICT,80140,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:47:00.0,2015-06-08 02:30:00.0,KILX,80147,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:47:00.0,2015-06-08 06:45:00.0,KILX,80147,WGUS53,FLASH FLOOD
2015-06-08 01:54:00.0,2015-06-08 02:30:00.0,KILX,80154,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:55:00.0,2015-06-08 02:45:00.0,KIND,80155,WUUS53,SEVERE THUNDERSTORM
2015-06-08 01:58:00.0,2015-06-08 02:30:00.0,KMPX,80158,WUUS53,SEVERE THUNDERSTORM
2015-06-08 02:05:00.0,2015-06-08 03:00:00.0,KDLH,80205,WHUS53,SPECIAL MARINE
2015-06-08 02:08:00.0,2015-06-08 02:45:00.0,KEAX,80208,WUUS53,SEVERE THUNDERSTORM
2015-06-08 02:10:00.0,2015-06-08 03:00:00.0,KTOP,80210,WUUS53,SEVERE THUNDERSTORM
2015-06-08 02:12:00.0,2015-06-08 02:45:00.0,KICT,80212,WUUS53,SEVERE THUNDERSTORM
2015-06-08 02:15:00.0,2015-06-08 03:00:00.0,KILX,80215,WUUS53,SEVERE THUNDERSTORM
2015-06-08 02:24:00.0,2015-06-08 03:00:00.0,KBOU,80224,WUUS55,SEVERE THUNDERSTORM
2015-06-08 02:29:00.0,2015-06-08 03:15:00.0,KILX,80229,WUUS53,SEVERE THUNDERSTORM
2015-06-08 02:35:00.0,2015-06-08 03:00:00.0,KILX,80235,WFUS53,TORNADO
2015-06-08 02:39:00.0,2015-06-08 03:15:00.0,KILX,80239,WFUS53,TORNADO
2015-06-08 02:44:00.0,2015-06-08 03:30:00.0,KEAX,80244,WUUS53,SEVERE THUNDERSTORM
2015-06-08 02:57:00.0,2015-06-08 03:45:00.0,KILX,80257,WFUS53,TORNADO
2015-06-08 02:57:00.0,2015-06-08 03:45:00.0,KTOP,80257,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:02:00.0,2015-06-08 03:45:00.0,KILX,80302,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:05:00.0,2015-06-08 03:30:00.0,KIND,80305,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:09:00.0,2015-06-08 04:00:00.0,KEAX,80309,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:11:00.0,2015-06-08 03:45:00.0,KIND,80311,WFUS53,TORNADO
2015-06-08 03:12:00.0,2015-06-08 03:45:00.0,KILX,80312,WFUS53,TORNADO
2015-06-08 03:14:00.0,2015-06-08 08:15:00.0,KLOT,80314,WGUS53,FLASH FLOOD
2015-06-08 03:15:00.0,2015-06-08 03:45:00.0,KILX,80315,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:15:00.0,2015-06-08 04:15:00.0,KLSX,80315,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:16:00.0,2015-06-08 03:45:00.0,KIND,80316,WFUS53,TORNADO
2015-06-08 03:25:00.0,2015-06-08 04:15:00.0,KIND,80325,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:36:00.0,2015-06-08 04:15:00.0,KDDC,80336,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:38:00.0,2015-06-08 11:30:00.0,KLSX,80338,WGUS53,FLASH FLOOD
2015-06-08 03:44:00.0,2015-06-08 04:00:00.0,KIND,80344,WFUS53,TORNADO
2015-06-08 03:44:00.0,2015-06-08 04:30:00.0,KILX,80344,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:52:00.0,2015-06-08 04:15:00.0,KIND,80352,WUUS53,SEVERE THUNDERSTORM
2015-06-08 03:57:00.0,2015-06-08 04:45:00.0,KTOP,80357,WUUS53,SEVERE THUNDERSTORM
2015-06-08 04:09:00.0,2015-06-08 04:45:00.0,KIND,80409,WUUS53,SEVERE THUNDERSTORM
2015-06-08 04:14:00.0,2015-06-08 10:00:00.0,KEAX,80414,WGUS53,FLASH FLOOD
2015-06-08 04:15:00.0,2015-06-08 05:00:00.0,KDDC,80415,WUUS53,SEVERE THUNDERSTORM
2015-06-08 04:35:00.0,2015-06-08 11:00:00.0,KILX,80435,WGUS53,FLASH FLOOD
2015-06-08 04:36:00.0,2015-06-08 05:00:00.0,KIND,80436,WUUS53,SEVERE THUNDERSTORM
2015-06-08 04:54:00.0,2015-06-08 05:30:00.0,KIND,80454,WUUS53,SEVERE THUNDERSTORM
2015-06-08 04:57:00.0,2015-06-08 11:00:00.0,KILX,80457,WGUS53,FLASH FLOOD
2015-06-08 05:13:00.0,2015-06-08 11:15:00.0,KILX,80513,WGUS53,FLASH FLOOD
2015-06-08 05:21:00.0,2015-06-08 13:30:00.0,KLSX,80521,WGUS53,FLASH FLOOD
2015-06-08 05:38:00.0,2015-06-08 13:30:00.0,KLSX,80538,WGUS53,FLASH FLOOD
2015-06-08 05:46:00.0,2015-06-08 06:30:00.0,KEAX,80546,WUUS53,SEVERE THUNDERSTORM
2015-06-08 06:29:00.0,2015-06-08 12:30:00.0,KLSX,80629,WGUS53,FLASH FLOOD
2015-06-08 07:04:00.0,2015-06-08 10:00:00.0,KILX,80704,WGUS53,FLASH FLOOD
2015-06-08 09:31:00.0,2015-06-08 13:00:00.0,KILX,80931,WGUS53,FLASH FLOOD
2015-06-08 09:47:00.0,2015-06-08 15:45:00.0,KILX,80947,WGUS53,FLASH FLOOD
2015-06-08 10:15:00.0,2015-06-08 14:00:00.0,KILX,81015,WGUS53,FLASH FLOOD
2015-06-08 12:57:00.0,2015-06-08 17:00:00.0,KILX,81257,WGUS53,FLASH FLOOD
2015-06-08 13:43:00.0,2015-06-08 14:15:00.0,KMFL,81343,WHUS52,SPECIAL MARINE
2015-06-08 14:21:00.0,2015-06-08 15:00:00.0,KMFL,81421,WHUS52,SPECIAL MARINE
2015-06-08 14:25:00.0,2015-06-08 15:30:00.0,KBUF,81425,WUUS51,SEVERE THUNDERSTORM
2015-06-08 14:30:00.0,2015-06-08 15:15:00.0,KBUF,81430,WFUS51,TORNADO
2015-06-08 15:13:00.0,2015-06-08 16:15:00.0,KBUF,81513,WUUS51,SEVERE THUNDERSTORM
2015-06-08 15:25:00.0,2015-06-08 16:00:00.0,KMFL,81525,WHUS52,SPECIAL MARINE
2015-06-08 15:39:00.0,2015-06-08 16:45:00.0,KBUF,81539,WUUS51,SEVERE THUNDERSTORM
2015-06-08 16:23:00.0,2015-06-08 17:45:00.0,KDTX,81623,WHUS53,SPECIAL MARINE
2015-06-08 16:31:00.0,2015-06-08 17:30:00.0,KBGM,81631,WUUS51,SEVERE THUNDERSTORM
2015-06-08 16:35:00.0,2015-06-08 17:30:00.0,KDTX,81635,WUUS53,SEVERE THUNDERSTORM
2015-06-08 16:41:00.0,2015-06-08 17:15:00.0,KOHX,81641,WUUS54,SEVERE THUNDERSTORM
2015-06-08 16:44:00.0,2015-06-08 17:45:00.0,KBGM,81644,WUUS51,SEVERE THUNDERSTORM
2015-06-08 16:52:00.0,2015-06-08 17:30:00.0,KRLX,81652,WUUS51,SEVERE THUNDERSTORM
2015-06-08 16:59:00.0,2015-06-08 18:00:00.0,KBGM,81659,WUUS51,SEVERE THUNDERSTORM
2015-06-08 17:04:00.0,2015-06-08 17:45:00.0,KPAH,81704,WUUS53,SEVERE THUNDERSTORM
2015-06-08 17:10:00.0,2015-06-08 17:40:00.0,KLMK,81710,WUUS53,SEVERE THUNDERSTORM
2015-06-08 17:16:00.0,2015-06-08 18:15:00.0,KAPX,81716,WUUS53,SEVERE THUNDERSTORM
2015-06-08 17:21:00.0,2015-06-08 17:45:00.0,KJKL,81721,WUUS53,SEVERE THUNDERSTORM
2015-06-08 17:22:00.0,2015-06-08 18:15:00.0,KBGM,81722,WUUS51,SEVERE THUNDERSTORM
2015-06-08 17:24:00.0,2015-06-08 18:45:00.0,KDTX,81724,WUUS53,SEVERE THUNDERSTORM
2015-06-08 17:29:00.0,2015-06-08 18:30:00.0,KRLX,81729,WUUS51,SEVERE THUNDERSTORM
2015-06-08 17:30:00.0,2015-06-08 18:30:00.0,KBGM,81730,WUUS51,SEVERE THUNDERSTORM
2015-06-08 17:36:00.0,2015-06-08 18:00:00.0,KAPX,81736,WUUS53,SEVERE THUNDERSTORM
2015-06-08 17:36:00.0,2015-06-08 18:15:00.0,KLMK,81736,WUUS53,SEVERE THUNDERSTORM
2015-06-08 17:36:00.0,2015-06-08 19:30:00.0,KDTX,81736,WHUS53,SPECIAL MARINE
2015-06-08 17:42:00.0,2015-06-08 18:30:00.0,KPAH,81742,WUUS53,SEVERE THUNDERSTORM
2015-06-08 17:49:00.0,2015-06-08 18:45:00.0,KBGM,81749,WUUS51,SEVERE THUNDERSTORM
2015-06-08 17:55:00.0,2015-06-08 18:45:00.0,KJKL,81755,WUUS53,SEVERE THUNDERSTORM
2015-06-08 17:55:00.0,2015-06-08 18:45:00.0,KMEG,81755,WUUS54,SEVERE THUNDERSTORM
2015-06-08 17:56:00.0,2015-06-08 18:30:00.0,KOHX,81756,WUUS54,SEVERE THUNDERSTORM
2015-06-08 18:00:00.0,2015-06-08 18:45:00.0,KCTP,81800,WUUS51,SEVERE THUNDERSTORM
2015-06-08 18:10:00.0,2015-06-08 18:40:00.0,KLMK,81810,WUUS53,SEVERE THUNDERSTORM
2015-06-08 18:13:00.0,2015-06-08 18:45:00.0,KOHX,81813,WUUS54,SEVERE THUNDERSTORM
2015-06-08 18:13:00.0,2015-06-08 19:45:00.0,KDTX,81813,WHUS53,SPECIAL MARINE
2015-06-08 18:14:00.0,2015-06-08 19:00:00.0,KOHX,81814,WUUS54,SEVERE THUNDERSTORM
2015-06-08 18:17:00.0,2015-06-08 18:45:00.0,KPAH,81817,WUUS53,SEVERE THUNDERSTORM
2015-06-08 18:20:00.0,2015-06-08 18:45:00.0,KPBZ,81820,WUUS51,SEVERE THUNDERSTORM
2015-06-08 18:28:00.0,2015-06-08 19:00:00.0,KLWX,81828,WUUS51,SEVERE THUNDERSTORM
2015-06-08 18:29:00.0,2015-06-08 19:00:00.0,KOHX,81829,WUUS54,SEVERE THUNDERSTORM
2015-06-08 18:33:00.0,2015-06-08 19:15:00.0,KRLX,81833,WUUS51,SEVERE THUNDERSTORM
2015-06-08 18:35:00.0,2015-06-08 19:45:00.0,KCTP,81835,WUUS51,SEVERE THUNDERSTORM
2015-06-08 18:36:00.0,2015-06-08 19:00:00.0,KOHX,81836,WUUS54,SEVERE THUNDERSTORM
2015-06-08 18:42:00.0,2015-06-08 19:30:00.0,KCTP,81842,WUUS51,SEVERE THUNDERSTORM
2015-06-08 18:44:00.0,2015-06-08 19:45:00.0,KCTP,81844,WUUS51,SEVERE THUNDERSTORM
2015-06-08 18:46:00.0,2015-06-08 19:30:00.0,KMKX,81846,WUUS53,SEVERE THUNDERSTORM
2015-06-08 18:47:00.0,2015-06-08 19:30:00.0,KOHX,81847,WUUS54,SEVERE THUNDERSTORM
2015-06-08 18:51:00.0,2015-06-08 19:10:00.0,KLMK,81851,WUUS53,SEVERE THUNDERSTORM
2015-06-08 18:53:00.0,2015-06-08 20:45:00.0,KLOT,81853,WHUS53,SPECIAL MARINE
2015-06-08 18:54:00.0,2015-06-08 19:45:00.0,KBGM,81854,WUUS51,SEVERE THUNDERSTORM
2015-06-08 18:56:00.0,2015-06-08 19:30:00.0,KOHX,81856,WUUS54,SEVERE THUNDERSTORM
2015-06-08 18:56:00.0,2015-06-08 19:45:00.0,KPAH,81856,WUUS53,SEVERE THUNDERSTORM
2015-06-08 18:59:00.0,2015-06-08 19:30:00.0,KPAH,81859,WUUS53,SEVERE THUNDERSTORM
2015-06-08 18:59:00.0,2015-06-08 19:30:00.0,KOHX,81859,WUUS54,SEVERE THUNDERSTORM
2015-06-08 19:00:00.0,2015-06-08 19:30:00.0,KLWX,81900,WUUS51,SEVERE THUNDERSTORM
2015-06-08 19:05:00.0,2015-06-08 20:00:00.0,KMKX,81905,WHUS53,SPECIAL MARINE
2015-06-08 19:06:00.0,2015-06-08 19:35:00.0,KLMK,81906,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:11:00.0,2015-06-08 19:45:00.0,KDVN,81911,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:12:00.0,2015-06-08 20:15:00.0,KLSX,81912,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:13:00.0,2015-06-08 19:45:00.0,KPAH,81913,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:13:00.0,2015-06-08 20:00:00.0,KLWX,81913,WUUS51,SEVERE THUNDERSTORM
2015-06-08 19:14:00.0,2015-06-08 20:00:00.0,KAPX,81914,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:18:00.0,2015-06-08 19:45:00.0,KLOT,81918,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:19:00.0,2015-06-08 20:00:00.0,KDVN,81919,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:19:00.0,2015-06-08 20:15:00.0,KRNK,81919,WUUS51,SEVERE THUNDERSTORM
2015-06-08 19:20:00.0,2015-06-08 19:45:00.0,KOHX,81920,WUUS54,SEVERE THUNDERSTORM
2015-06-08 19:25:00.0,2015-06-08 20:15:00.0,KJKL,81925,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:29:00.0,2015-06-08 20:30:00.0,KCTP,81929,WFUS51,TORNADO
2015-06-08 19:30:00.0,2015-06-08 20:15:00.0,KCTP,81930,WFUS51,TORNADO
2015-06-08 19:31:00.0,2015-06-08 21:30:00.0,KGRR,81931,WHUS53,SPECIAL MARINE
2015-06-08 19:34:00.0,2015-06-08 21:30:00.0,KPAH,81934,WGUS53,FLASH FLOOD
2015-06-08 19:35:00.0,2015-06-08 20:15:00.0,KOHX,81935,WUUS54,SEVERE THUNDERSTORM
2015-06-08 19:38:00.0,2015-06-08 20:15:00.0,KLOT,81938,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:40:00.0,2015-06-08 20:30:00.0,KMRX,81940,WUUS54,SEVERE THUNDERSTORM
2015-06-08 19:41:00.0,2015-06-08 20:15:00.0,KOHX,81941,WUUS54,SEVERE THUNDERSTORM
2015-06-08 19:42:00.0,2015-06-08 20:15:00.0,KDVN,81942,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:42:00.0,2015-06-08 20:45:00.0,KCTP,81942,WUUS51,SEVERE THUNDERSTORM
2015-06-08 19:46:00.0,2015-06-08 20:30:00.0,KLWX,81946,WUUS51,SEVERE THUNDERSTORM
2015-06-08 19:48:00.0,2015-06-08 20:30:00.0,KMEG,81948,WUUS54,SEVERE THUNDERSTORM
2015-06-08 19:49:00.0,2015-06-08 21:00:00.0,KCTP,81949,WUUS51,SEVERE THUNDERSTORM
2015-06-08 19:52:00.0,2015-06-08 20:15:00.0,KHUN,81952,WUUS54,SEVERE THUNDERSTORM
2015-06-08 19:52:00.0,2015-06-08 20:30:00.0,KLSX,81952,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:53:00.0,2015-06-08 20:30:00.0,KOHX,81953,WUUS54,SEVERE THUNDERSTORM
2015-06-08 19:56:00.0,2015-06-08 20:25:00.0,KLMK,81956,WUUS53,SEVERE THUNDERSTORM
2015-06-08 19:56:00.0,2015-06-08 20:30:00.0,KLWX,81956,WUUS51,SEVERE THUNDERSTORM
2015-06-08 19:56:00.0,2015-06-08 21:30:00.0,KIWX,81956,WHUS53,SPECIAL MARINE
2015-06-08 19:59:00.0,2015-06-08 20:45:00.0,KOHX,81959,WUUS54,SEVERE THUNDERSTORM
2015-06-08 20:06:00.0,2015-06-08 20:45:00.0,KLWX,82006,WUUS51,SEVERE THUNDERSTORM
2015-06-08 20:07:00.0,2015-06-08 20:30:00.0,KJKL,82007,WUUS53,SEVERE THUNDERSTORM
2015-06-08 20:08:00.0,2015-06-08 21:15:00.0,KDVN,82008,WUUS53,SEVERE THUNDERSTORM
2015-06-08 20:10:00.0,2015-06-08 21:00:00.0,KMRX,82010,WUUS54,SEVERE THUNDERSTORM
2015-06-08 20:14:00.0,2015-06-08 21:00:00.0,KMRX,82014,WUUS54,SEVERE THUNDERSTORM
2015-06-08 20:16:00.0,2015-06-08 21:00:00.0,KLOT,82016,WUUS53,SEVERE THUNDERSTORM
2015-06-08 20:18:00.0,2015-06-08 21:00:00.0,KLWX,82018,WUUS51,SEVERE THUNDERSTORM
2015-06-08 20:18:00.0,2015-06-08 21:30:00.0,KCTP,82018,WUUS51,SEVERE THUNDERSTORM
2015-06-08 20:19:00.0,2015-06-08 20:50:00.0,KLMK,82019,WUUS53,SEVERE THUNDERSTORM
2015-06-08 20:19:00.0,2015-06-09 01:15:00.0,KCTP,82019,WGUS51,FLASH FLOOD
2015-06-08 20:20:00.0,2015-06-08 20:50:00.0,KLMK,82020,WUUS53,SEVERE THUNDERSTORM
2015-06-08 20:25:00.0,2015-06-08 21:15:00.0,KOHX,82025,WUUS54,SEVERE THUNDERSTORM
2015-06-08 20:27:00.0,2015-06-08 21:30:00.0,KLOT,82027,WUUS53,SEVERE THUNDERSTORM
2015-06-08 20:28:00.0,2015-06-08 22:00:00.0,KLOT,82028,WHUS53,SPECIAL MARINE
2015-06-08 20:29:00.0,2015-06-08 21:15:00.0,KCTP,82029,WUUS51,SEVERE THUNDERSTORM
2015-06-08 20:29:00.0,2015-06-08 21:15:00.0,KLSX,82029,WUUS53,SEVERE THUNDERSTORM
2015-06-08 20:30:00.0,2015-06-08 21:15:00.0,KIWX,82030,WUUS53,SEVERE THUNDERSTORM
2015-06-08 20:33:00.0,2015-06-08 23:30:00.0,KJKL,82033,WGUS53,FLASH FLOOD
2015-06-08 20:35:00.0,2015-06-08 21:30:00.0,KRNK,82035,WUUS51,SEVERE THUNDERSTORM
2015-06-08 20:36:00.0,2015-06-08 21:00:00.0,KLWX,82036,WUUS51,SEVERE THUNDERSTORM
2015-06-08 20:36:00.0,2015-06-08 22:00:00.0,KLOT,82036,WHUS53,SPECIAL MARINE
2015-06-08 20:37:00.0,2015-06-08 21:15:00.0,KCTP,82037,WUUS51,SEVERE THUNDERSTORM
2015-06-08 20:38:00.0,2015-06-08 21:15:00.0,KCTP,82038,WUUS51,SEVERE THUNDERSTORM
2015-06-08 20:38:00.0,2015-06-08 21:15:00.0,KHUN,82038,WUUS54,SEVERE THUNDERSTORM
2015-06-08 20:39:00.0,2015-06-08 21:15:00.0,KLWX,82039,WUUS51,SEVERE THUNDERSTORM
2015-06-08 20:39:00.0,2015-06-08 21:30:00.0,KHUN,82039,WUUS54,SEVERE THUNDERSTORM
2015-06-08 20:42:00.0,2015-06-08 21:45:00.0,KMKX,82042,WHUS53,SPECIAL MARINE
2015-06-08 20:43:00.0,2015-06-08 21:30:00.0,KILX,82043,WUUS53,SEVERE THUNDERSTORM
2015-06-08 20:44:00.0,2015-06-08 21:45:00.0,KLWX,82044,WHUS51,SPECIAL MARINE
